source,translation,target,legal_entity,BLEU,METEOR,COMET,term
selecting and applying accounting policies in accordance with paragraph 20;,die Auswahl und die Anwendung von Bilanzierungs- und Bewertungsmethoden in Übereinstimmung mit Paragraph 20;,die Auswahl und die Anwendung von Bilanzierungs- und Bewertungsmethoden in Übereinstimmung mit Paragraph 20;,accounting,1.0000000000000004,0.9998518518518519,0.9627748131752014,accounting
"IAS 37, provisions, contingent liabilities and contingent assets, deals generally with accounting for, and disclosure of, contingent liabilities.","IAS 37, Rückstellungen, Eventualschulden und Eventualforderungen, behandelt allgemein die Bilanzierung und Angabe von Eventualschulden.","IAS 37, Rückstellungen, Eventualschulden und Eventualforderungen, behandelt allgemein die Bilanzierung und Angabe von Eventualschulden.","contingent, disclosure, accounting",1.0000000000000004,0.9999142661179699,0.9476548433303833,accounting
"the accounting policies adopted in measuring inventories, including the cost formula used;",die angewandten Bilanzierungs- und Bewertungsmethoden für Vorräte einschließlich der verwendeten Kostenformel;,die angewandten Bilanzierungs- und Bewertungsmethoden für Vorräte einschließlich der Zuordnungsverfahren;,accounting,0.7292571723872932,0.8972972972972975,0.9055455327033997,accounting
The data to apply to the headcount of staff and the financial amounts are those relating to the latest approved accounting period and calculated on an annual basis.,"Die Angaben, die für die Berechnung der Mitarbeiterzahl und der finanziellen Beträge herangezogen werden, beziehen sich auf den letzten genehmigten Rechnungslegungszeitraum und werden auf Jahresbasis berechnet.","Die Angaben, die für die Berechnung der Mitarbeiterzahl und der finanziellen Schwellenwerte herangezogen werden, beziehen sich auf den letzten Rechnungsabschluss und werden auf Jahresbasis berechnet.",accounting,0.7728082326259643,0.9245562130177515,0.8985698819160461,accounting
"That does not mean, however, that the consolidated or enterprise accounting policies are to be applied to reportable segments as if the segments were separate stand-alone reporting entities.","Dies bedeutet jedoch nicht, dass die Bilanzierungs- und Bewertungsmethoden der Konsolidierung und des Einzelabschlusses auf die berichtspflichtigen Segmente so anzuwenden sind, als ob die Segmente gesonderte, für sich alleine zu betrachtende Bericht erstattende Einheiten wären.","Dies bedeutet jedoch nicht, dass die Bilanzierungs- und Bewertungsmethoden der Konsolidierung und des Einzelabschlusses auf die berichtspflichtigen Segmente so anzuwenden sind, als ob die Segmente gesonderte, für sich alleine zu betrachtende Bericht erstattende Einheiten wären.",accounting,1.0000000000000004,0.9999915709974881,0.9369658827781677,accounting
"IAS 37, provisions, contingent liabilities and contingent assets, deals generally with accounting for, and disclosure of, contingent liabilities.","IAS 37, Rückstellungen, Eventualschulden und Eventualforderungen, behandelt allgemein die Bilanzierung und Angabe von Eventualschulden.","IAS 37, Rückstellungen, Eventualschulden und Eventualforderungen, behandelt allgemein die Bilanzierung und Angabe von Eventualschulden.","contingent, disclosure, accounting",1.0000000000000004,0.9999142661179699,0.9476548433303833,contingent
"adopt IAS 36, impairment of assets, IAS 37, provisions, contingent liabilities and contingent assets, and IAS 38, intangible assets, at the same time.","IAS 36, Wertminderung von Vermögenswerten, IAS 37, Rückstellungen, Eventualschulden und Eventualforderungen, und IAS 38, Immaterielle Vermögenswerte, gleichzeitig anzuwenden.","IAS 36, Wertminderung von Vermögenswerten, IAS 37, Rückstellungen, Eventualschulden und Eventualforderungen, und IAS 38, Immaterielle Vermögenswerte, gleichzeitig anzuwenden.","contingent, adopt",1.0000000000000004,0.9999715521165226,0.919013261795044,contingent
"A discontinuing operation is a restructuring as that term is defined in IAS 37, provisions, contingent liabilities and contingent assets.","Ein aufzugebender Geschäftsbereich ist eine Restrukturierung, wie in IAS 37, Rückstellungen, Eventualschulden und Eventualforderungen definiert.","Ein aufzugebender Geschäftsbereich ist eine Restrukturierung, wie in IAS 37, Rückstellungen, Eventualschulden und Eventualforderungen definiert.","contingent, term",1.0000000000000004,0.9999271030762502,0.9249212145805359,contingent
"IAS 37, provisions, contingent liabilities and contingent assets.","IAS 37, Rückstellungen, Eventualschulden und Eventualforderungen.","IAS 37, Rückstellungen, Eventualschulden und Eventualforderungen.",contingent,1.0000000000000004,0.9993141289437586,0.9672878980636597,contingent
upon the occurrence of some remote contingency;,ein unwahrscheinliches Ereignis eintritt;,ein unwahrscheinliches Ereignis eintritt;,contingency,1.0000000000000004,0.996,0.977400541305542,contingent
"However, because information on the nature of expenses is useful in predicting future cash flows, additional disclosure is required when the cost of sales classification is used.","Da Informationen über die Art von Aufwendungen für die Vorhersage von zukünftigen Cashflows nützlich sind, werden bei Anwendung der Kostenartenklassifikation zusätzliche Angaben gefordert.","Da Informationen über die Art von Aufwendungen für die Vorhersage von zukünftigen Cashflows nützlich sind, werden bei Anwendung des Umsatzkostenverfahrens zusätzliche Angaben gefordert.","sales, disclosure, information",0.8466657105524215,0.9196975425330813,0.8948678374290466,disclosure
"IAS 37, provisions, contingent liabilities and contingent assets, deals generally with accounting for, and disclosure of, contingent liabilities.","IAS 37, Rückstellungen, Eventualschulden und Eventualforderungen, behandelt allgemein die Bilanzierung und Angabe von Eventualschulden.","IAS 37, Rückstellungen, Eventualschulden und Eventualforderungen, behandelt allgemein die Bilanzierung und Angabe von Eventualschulden.","contingent, disclosure, accounting",1.0000000000000004,0.9999142661179699,0.9476548433303833,disclosure
"The grounds for refusal mentioned in paragraphs 1 and 2 shall be interpreted in a restrictive way, taking into account for the particular case the public interest served by disclosure.","Die in den Absätzen 1 und 2 genannten Ablehnungsgründe sind eng auszulegen, wobei im Einzelfall das öffentliche Interesse an der Bekanntgabe zu berücksichtigen ist.","Die in den Absätzen 1 und 2 genannten Ablehnungsgründe sind eng auszulegen, wobei im Einzelfall das öffentliche Interesse an der Bekanntgabe zu berücksichtigen ist.","interest, taking, public, case, disclosure, account",1.0000000000000004,0.9999715521165226,0.9571112990379333,disclosure
Accounting for government grants and disclosure of government assistance,Bilanzierung und Darstellung von Zuwendungen der öffentlichen Hand,Bilanzierung und Darstellung von Zuwendungen der öffentlichen Hand,"accounting, disclosure, government",1.0000000000000004,0.9990234375,0.9703212976455688,disclosure
"This Standard deals with, among other things, the disclosure of certain items of net profit or loss for the period.",Dieser Standard behandelt u. a. die Angabe bestimmter Posten des Periodenergebnisses.,Dieser Standard behandelt u. a. die Angabe bestimmter Posten des Periodenergebnisses.,"profit, net, disclosure, loss",1.0000000000000004,0.9997106481481481,0.967410147190094,disclosure
"Other accounting issues include the determination of the minority interest amount, accounting for acquisitions which occur over a period of time, subsequent changes in the cost of acquisition or in the identification of assets and liabilities, and the disclosures required.","Weitere Rechnungslegungsfragen betreffen die Bestimmung des Betrages der Minderheitsanteile, die Bilanzierung von Erwerbungen, die über einen Zeitraum hinweg erfolgen, nachträgliche Änderungen der Anschaffungskosten oder der Identifizierung von Vermögenswerten und Schulden sowie die erforderlichen Offenlegungen.","Weitere Rechnungslegungsfragen betreffen die Bestimmung des Betrages der Minderheitsanteile, die Bilanzierung eines über mehrere Perioden sukzessiven Anteilserwerbes, nachträgliche Änderungen der Anschaffungskosten des Unternehmenserwerbes oder der Identifizierung von Vermögenswerten sowie Schulden und erforderliche Angaben.","interest, acquisition, minority, accounting",0.49540023534768607,0.6819111929609168,0.8721028566360474,acquisition
"Identifiable assets and liabilities, which are acquired but which do not satisfy the criteria in paragraph 26 for separate recognition when the acquisition is initially accounted for, should be recognised subsequently as and when they satisfy the criteria.","Erworbene identifizierbare Vermögenswerte und Schulden, die zum Zeitpunkt der erstmaligen Bilanzierung des Unternehmenserwerbes die Kriterien des Paragraphen 26 für einen gesonderten Ansatz nicht erfüllen, sind nachträglich zu bilanzieren, sobald sie die Kriterien erfüllen.","Erworbene identifizierbare Vermögenswerte und Schulden, die zum Zeitpunkt der erstmaligen Bilanzierung des Unternehmenserwerbes die Kriterien des Paragraphen 26 für einen gesonderten Ansatz nicht erfuellen, sind nachträglich zu bilanzieren, wenn sie die Kriterien erfuellen.",acquisition,0.8035834760625423,0.9181707659216309,0.9012563824653625,acquisition
"As explained in paragraphs 19 and 26(c), temporary differences may arise in a business combination that is an acquisition.","Wie in den Paragraphen 19 und 26(c) erläutert, können temporäre Unterschiede bei einem Unternehmenszusammenschluss in der Form eines Unternehmenserwerbes entstehen.","Wie in den Paragraphen 19 und 26(c) erläutert, können temporäre Unterschiede bei einem Unternehmenszusammenschluss in der Form eines Unternehmenserwerbes entstehen.","business, acquisition",1.0000000000000004,0.999968,0.9416007399559021,acquisition
Goodwill is the excess of the cost of an acquisition over the acquirer's interest in the fair value of the identifiable assets and liabilities acquired.,Unter Geschäfts- oder Firmenwert versteht man den Unterschiedsbetrag zwischen den Anschaffungskosten eines Unternehmenserwerbes und dem Anteil des Erwerbers an den beizulegenden Zeitwerten der erworbenen identifizierbaren Vermögenswerte und Schulden.,Unter Geschäfts- oder Firmenwert versteht man den Unterschiedsbetrag zwischen den Anschaffungskosten eines Unternehmenserwerbes und dem Anteil des Erwerbers an den beizulegenden Zeitwerten der erworbenen identifizierbaren Vermögenswerte und Schulden.,"interest, goodwill, value, acquisition",1.0000000000000004,0.9999794989544467,0.9261312484741211,acquisition
"In an acquisition, if the fair values of the identifiable assets and liabilities or the purchase consideration can only be determined on a provisional basis at the end of the period in which the acquisition took place, this should be stated and reasons given.","Bei einem Unternehmenserwerb ist anzugeben und zu begründen, ob die beizulegenden Zeitwerte der identifizierbaren Vermögenswerte und Schulden oder die Gegenleistung für den Erwerb am Ende der Berichtsperiode, in der der Unternehmenserwerb stattfand, nur vorläufig bestimmt werden können.","Bei einem Unternehmenserwerb ist anzugeben und zu begründen, ob die beizulegenden Zeitwerte der identifizierbaren Vermögenswerte und Schulden oder die Gegenleistung für den Erwerb am Ende der Berichtsperiode, in der der Unternehmenserwerb stattfand, nur vorläufig bestimmt werden können.","consideration, acquisition",1.0000000000000004,0.9999927453171021,0.9261329770088196,acquisition
"Whenever it is impracticable to allocate goodwill on a reasonable and consistent basis in the ""bottom-up"" test, the combination of the ""bottom-up"" and the ""top-down"" test ensures that an enterprise recognises:","Sofern es nicht durchführbar oder wirtschaftlich nicht vertretbar ist, den Geschäfts- oder Firmenwert auf einer vernünftigen und stetigen Basis im Wege des ""Bottom-up""-Tests zuzurechnen, stellt die Kombination aus dem ""Bottom-up"" und dem ""Top-down""-Test sicher, dass ein Unternehmen folgende Faktoren erfasst:","Sofern es nicht durchführbar oder wirtschaftlich nicht vertretbar ist, den Geschäfts- oder Firmenwert auf einer vernünftigen und stetigen Basis im Wege des ""Bottom-up""-Tests zuzurechnen, stellt die Kombination aus dem ""Bottom-up"" und dem ""Top-down""-Test sicher, dass ein Unternehmen folgende Faktoren erfasst:","goodwill, reasonable",1.0000000000000004,0.9999964440145653,0.9127576947212219,goodwill
a reconciliation of the carrying amount of goodwill at the beginning and end of the period showing:,"eine Überleitungsrechnung, welche die Entwicklung des Buchwertes des Geschäfts- oder Firmenwertes zu Beginn und zum Ende der Berichtsperiode zeigt:","eine Überleitungsrechnung, welche die Entwicklung des Buchwertes des Geschäfts- oder Firmenwertes zu Beginn und zum Ende der gesamten Berichtsperiode zeigt, unter Angabe:","goodwill, reconciliation",0.7368585935647577,0.8478974245524769,0.8885853886604309,goodwill
"assets, including goodwill, and liabilities that were not recognised in the acquirer's consolidated balance sheet under previous GAAP and also would not qualify for recognition under IFRSs in the separate balance sheet of the acquiree (see paragraph B2(f) to B2(i)).","Vermögenswerte, einschließlich Geschäfts- oder Firmenwert, und Schulden, die in der nach vorherigen Rechnungslegungsgrundsätzen erstellten Konzernbilanz des erwerbenden Unternehmens nicht angesetzt waren und auch nach IFRS in der Einzelbilanz des erworbenen Unternehmens die Ansatzkriterien nicht erfüllen würden (siehe Paragraph B2 Buchstaben f) bis i)).","Vermögenswerte, einschließlich Geschäfts- oder Firmenwert, und Schulden, die in der nach vorherigen Rechnungslegungsgrundsätzen erstellten Konzernbilanz des erwerbenden Unternehmens nicht angesetzt waren und auch nach IFRS in der Einzelbilanz des erworbenen Unternehmens die Ansatzkriterien nicht erfuellen würden (siehe Paragraph B2 Buchstaben f) und i)).","gaap, goodwill",0.8966567355675293,0.9593837535014006,0.8826566338539124,goodwill
whether a related adjustment of goodwill or negative goodwill should include the effect of amortisation of the adjusted amount assigned to goodwill or negative goodwill from the date of acquisition;,ob eine Anpassung eines Geschäfts- oder Firmenwertes oder eines negativen Unterschiedsbetrages die Abschreibungsauswirkungen auf den dem Geschäfts- oder Firmenwert oder negativen Unterschiedsbetrag zugeordneten Anpassungsbetrag ab dem Erwerbszeitpunkt einzubeziehen hat;,ob eine Anpassung eines Geschäfts- oder Firmenwertes oder eines negativen Unterschiedsbetrages die Abschreibungsauswirkungen auf den dem Geschäfts- oder Firmenwert oder negativen Unterschiedsbetrag zugeordneten Anpassungsbetrag ab dem Erwerbszeitpunkt einzubeziehen hat;,"adjustment, goodwill, acquisition",1.0000000000000004,0.9999814814814815,0.9301851391792297,goodwill
"the nature and liquidity of assets and their materiality, leading, in most cases, to the separate presentation of, goodwill and assets arising from development expenditure, monetary and non-monetary assets and current and non-current assets;","der Art und Liquidität von Vermögenswerten und deren Wesentlichkeit, was in den meisten Fällen zu der getrennten Darstellung von Geschäfts- oder Firmenwerten und Vermögenswerten, die durch Entwicklungsausgaben entstehen, von monetären und nicht monetären Vermögenswerten sowie kurzfristigen und langfristigen Vermögenswerten führt;","der Art und Liquidität von Vermögenswerten und deren Wesentlichkeit, was in den meisten Fällen zu der getrennten Darstellung von Geschäfts- oder Firmenwerten und Vermögenswerten, die durch Entwicklungsausgaben entstehen, von monetären und nicht monetären Vermögenswerten sowie kurzfristigen und langfristigen Vermögenswerten führt;","goodwill, materiality",1.0000000000000004,0.9999941303531179,0.9302233457565308,goodwill
"The economic interest of these crops is low, and the main goal is soil protection.","Das wirtschaftliche Interesse an diesen Kulturen ist gering, Hauptziel ist der Bodenschutz.","Das wirtschaftliche Interesse an diesen Kulturen ist gering, Hauptziel ist der Bodenschutz.",interest,1.0000000000000004,0.9998177842565598,0.9741703271865845,interest
"An enterprise should continue to classify its long-term interest-bearing liabilities as non-current, even when they are due to be settled within 12 months of the balance sheet date if:","Ein Unternehmen hat seine langfristigen verzinslichen Schulden weiterhin als langfristig zu klassifizieren, auch wenn deren Tilgung innerhalb von zwölf Monaten nach dem Bilanzstichtag fällig wird, falls:","Ein Unternehmen hat seine langfristigen verzinslichen Schulden weiterhin als langfristig zu klassifizieren, auch wenn deren Tilgung innerhalb von zwölf Monaten nach dem Bilanzstichtag fällig wird, falls:","interest, due, term",1.0000000000000004,0.9999794989544467,0.9456954598426819,interest
"The grounds for refusal mentioned in paragraphs 1 and 2 shall be interpreted in a restrictive way, taking into account for the particular case the public interest served by disclosure.","Die in den Absätzen 1 und 2 genannten Ablehnungsgründe sind eng auszulegen, wobei im Einzelfall das öffentliche Interesse an der Bekanntgabe zu berücksichtigen ist.","Die in den Absätzen 1 und 2 genannten Ablehnungsgründe sind eng auszulegen, wobei im Einzelfall das öffentliche Interesse an der Bekanntgabe zu berücksichtigen ist.","interest, taking, public, case, disclosure, account",1.0000000000000004,0.9999715521165226,0.9571112990379333,interest
The losses applicable to the minority in a consolidated subsidiary may exceed the minority interest in the equity of the subsidiary.,Die auf Minderheitsanteile entfallenden Verluste eines konsolidierten Tochterunternehmens können den auf diese Anteile entfallenden Anteil am Eigenkapital des Tochterunternehmens übersteigen.,Die auf Minderheitsanteile entfallenden Verluste eines konsolidierten Tochterunternehmens können den auf diese Anteile entfallenden Anteil am Eigenkapital des Tochterunternehmens übersteigen.,"interest, equity, minority, subsidiary",1.0000000000000004,0.9999460101500918,0.9500911831855774,interest
a rate of interest that discounts the nominal amount of the instrument to the current cash sales price of the goods or services.,"der Zinssatz, mit dem der Nominalbetrag des Instruments auf den aktuellen Barverkaufspreis der Waren oder Dienstleistungen diskontiert wird.","der Zinssatz, mit dem der Nominalbetrag der Einnahmen auf den gegenwärtigen Barzahlungspreis für die verkauften Erzeugnisse, Waren oder Dienstleistungen des Basisgeschäftes diskontiert wird.","interest, sales, instrument, goods",0.34125993924625986,0.6344168051657902,0.8183043003082275,interest
"4.Paragraph 1 shall not apply in cases where the farmer proves, to the satisfaction of the Member State, that the price of sale or lease corresponds to the value of the holding or, in case of partial transfer of part of the holding without payment entitlements.","Absatz 1 kommt nicht zur Anwendung, wenn der Betriebsinhaber gegenüber dem Mitgliedstaat nachweist, dass der Erlös aus dem Verkauf oder der Verpachtung dem Wert des Betriebs entspricht oder im Falle einer teilweisen Übertragung eines Teils des Betriebs ohne Zahlungsansprüche.","Absatz 1 kommt nicht zur Anwendung, wenn der Betriebsinhaber gegenüber dem Mitgliedstaat nachweist, dass der Erlös aus dem Verkauf oder der Verpachtung dem Wert des Betriebs oder, im Falle einer teilweisen Übertragung, des betreffenden Betriebsteils ohne Zahlungsansprüche entspricht.","transfer, satisfaction, state, member, holding, sale, value, lease, case",0.7583405962130217,0.8958497124177597,0.905285656452179,value
"For example, information on interest rates and fair value adjustments may be combined with information on maturities of financial instruments although the former are income statement disclosures and the latter relate to the balance sheet.","Beispielsweise können Informationen über Zinssätze und Anpassungen des beizulegenden Zeitwerts mit Informationen über Fälligkeitstermine von Finanzinstrumenten kombiniert werden, obwohl erstere Angaben zur Gewinn- und Verlustrechnung sind und letztere zur Bilanz gehören.","Beispielsweise können Informationen über Zinssätze und Anpassungen des beizulegenden Zeitwerts mit Informationen über Fälligkeitstermine von Finanzinstrumenten kombiniert werden, obwohl erstere Angaben zur Gewinn- und Verlustrechnung sind, und letztere zur Bilanz gehören.","interest, value, information, income",0.9219602423775938,0.9725845204525815,0.9260568618774414,value
"For the enterprises of the NACE class 65.11, the production value is defined as interest receivable and similar income, less interest payable and similar charges, plus commissions receivable, plus income from shares and other variable-yield securities, plus net profit or net loss on financial operations, plus other operating income.""",Für die Unternehmen der NACE-Klasse 65.11 wird der Produktionswert definiert als Zinserträge und ähnliche Erträge abzüglich Zinsaufwendungen und ähnliche Aufwendungen zuzüglich Provisionserträge zuzüglich Erträge aus Aktien und anderen nicht festverzinslichen Wertpapieren zuzüglich Ertrag/Aufwand aus Finanzgeschäften zuzüglich sonstige betriebliche Erträge.,"Für die Unternehmen der NACE-Klasse 65.11 wird der Produktionswert definiert als Zinserträge und ähnliche Erträge abzüglich Zinsaufwendungen und ähnliche Aufwendungen zuzüglich Provisionserträge zuzüglich Erträge aus Aktien und anderen nicht festverzinslichen Wertpapieren zuzüglich Ertrag/Aufwand aus Finanzgeschäften zuzüglich sonstige betriebliche Erträge.""","interest, securities, profit, net, yield, payable, loss, income, value, class",0.9764716866522437,0.9779874694376527,0.8875942230224609,value
"they shall charge prices approved by the public authorities or which do not exceed such approved prices or, in respect of those services not subject to approval, prices lower than those charged for similar services by commercial enterprises subject to value added tax,","Es müssen Preise angewendet werden, die von den zuständigen Behörden genehmigt sind oder solche, die die genehmigten Preise nicht übersteigen; bei Tätigkeiten, für die eine Preisgenehmigung nicht vorgesehen ist, müssen Preise angewendet werden, die unter den Preisen liegen, die von der Mehrwertsteuer unterliegenden gewerblichen Unternehmen für entsprechende Tätigkeiten gefordert werden.","Es müssen Preise angewendet werden, die von den zuständigen Behörden genehmigt sind oder solche, die die genehmigten Preise nicht übersteigen;bei Tätigkeiten, für die eine Preisgenehmigung nicht vorgesehen ist, müssen Preise angewendet werden, die unter den Preisen liegen, die von der Mehrwertsteuer unterliegenden gewerblichen Unternehmen für entsprechende Tätigkeiten gefordert werden.","tax, public, charge, value",1.0000000000000004,0.9999974373693058,0.9189404845237732,value
"By way of derogation from paragraph 1(b), officials under 63 years of age who, since taking up their duties, have, in order to establish or maintain pension rights, paid into a national pension scheme, a private insurance scheme or a pension fund of their choice which satisfies the requirements set out in paragraph 1, and whose service terminates for reasons other than death or invalidity without their qualifying for an immediate or deferred retirement pension, shall be entitled, on leaving the service, to a severance grant equal to the actuarial value of their pension rights acquired during service in the institutions.","Hat ein Beamter seit seinem Dienstantritt Zahlungen zum Erwerb oder zur Erhaltung von Versorgungsansprüchen an ein nationales Versorgungssystem, an eine Privatversicherung oder an einen privaten Pensionsfonds seiner Wahl geleistet, die bzw. der die Voraussetzungen nach Absatz 1 erfüllt, und scheidet er vor dem 63. Lebensjahr aus anderen Gründen als durch Tod oder Dienstunfähigkeit endgültig aus dem Dienst aus und ist dabei nicht zu dem sofortigen oder bis zu einem späteren Zeitpunkt ausgesetzten Bezug von Ruhegehalt berechtigt, so hat er abweichend von Absatz 1 Buchstabe b) Anspruch darauf, dass ihm bei seinem Ausscheiden aus dem Dienst ein Abgangsgeld gezahlt wird, dessen Betrag dem versicherungsmathematischen Gegenwert seiner Ruhegehaltsansprüche, die er aufgrund seiner Tätigkeit in den Organen erworben hat, entspricht.","Hat ein Beamter seit seinem Dienstantritt Zahlungen zum Erwerb oder zur Erhaltung von Versorgungsansprüchen an ein nationales Versorgungssystem, an eine Privatversicherung oder an einen privaten Pensionsfonds seiner Wahl geleistet, die bzw. der die Voraussetzungen nach Absatz 1 erfuellt, und scheidet er vor dem 63. Lebensjahr aus anderen Gründen als durch Tod oder Dienstunfähigkeit endgültig aus dem Dienst aus und ist dabei nicht zu dem sofortigen oder bis zu einem späteren Zeitpunkt ausgesetzten Bezug von Ruhegehalt berechtigt, so hat er abweichend von Absatz 1 Buchstabe b) Anspruch darauf, dass ihm bei seinem Ausscheiden aus dem Dienst ein Abgangsgeld gezahlt wird, dessen Betrag dem versicherungsmathematischen Gegenwert seiner Ruhegehaltsansprüche, die er aufgrund seiner Tätigkeit in den Organen erworben hat, entspricht.","set, grant, rights, insurance, taking, severance, service, value, death, order, pension",0.9802729554586226,0.9922461694525193,0.9151849746704102,value
GOODS LISTED IN ARTICLE 30 WHICH ARE CONTAINED IN A SMALL CONSIGNMENT OF A NON-COMMERCIAL NATURE IN AMOUNTS EXCEEDING THOSE LAID DOWN IN THAT ARTICLE SHALL BE ENTIRELY EXCLUDED FROM DUTY-FREE ADMISSION.,"IN ARTIKEL 30 GENANNTE WAREN, DIE IN EINER KLEINSENDUNG NICHTKOMMERZIELLER ART IN GRÖßEREN ALS DEN IN ARTIKEL 30 FESTGELEGTEN MENGEN ENTHALTEN SIND, SIND VON DER BEFREIUNG VOLLSTÄNDIG AUSGESCHLOSSEN.","IN ARTIKEL 30 GENANNTE WAREN , DIE IN EINER KLEINSENDUNG NICHTKOMMERZIELLER ART IN GRÖßEREN ALS DEN IN ARTIKEL 30 FESTGELEGTEN MENGEN ENTHALTEN SIND , SIND VON DER BEFREIUNG VOLLSTÄNDIG AUSGESCHLOSSEN.","admission, listed, article, consignment, goods, duty",1.0000000000000004,0.9999832164076399,0.9093700051307678,admission
Details of the offer and admission to trading details,Einzelheiten zum Angebot und zur Zulassung zum Handel,Einzelheiten zum Wertpapierangebot und zur Zulassung zum Handel,"admission, offer",0.5946035575013611,0.864795918367347,0.8942487239837646,admission
specify the characteristics of different classes of instruments to be taken into account by the regulated market when assessing whether an instrument is issued in a manner consistent with the conditions laid down in the second subparagraph of paragraph 1 for admission to trading on the different market segments which it operates;,"die Eigenschaften verschiedener Kategorien von Instrumenten festgelegt werden, die vom geregelten Markt bei der Prüfung der Frage zu berücksichtigen sind, ob ein Instrument in einer Art und Weise begeben wurde, die den Bedingungen des Absatzes 1 Unterabsatz 2 für die Zulassung zum Handel in den von ihm betriebenen Marktsegmenten entspricht;","die Eigenschaften verschiedener Kategorien von Instrumenten festgelegt werden, die vom geregelten Markt bei der Prüfung der Frage zu berücksichtigen sind, ob ein Instrument in einer Art und Weise begeben wurde, die den Bedingungen des Absatzes 1 Unterabsatz 2 für die Zulassung zum Handel in den von ihm betriebenen Marktsegmenten entspricht;","instrument, admission, account",1.0000000000000004,0.9999968246710359,0.9020182490348816,admission
ACTION 2: SCHOLARSHIPS,AKTION 2: STIPENDIENPROGRAMME,AKTION 2: STIPENDIENPROGRAMME,,1.0000000000000004,0.9921875,0.9869194626808167,admission
students having obtained a first degree awarded by a higher education institution;,"Studierende, denen von einer Hochschuleinrichtung ein erster Hochschulabschluss verliehen wurde;","Studierende, denen von einer Hochschuleinrichtung ein erster Hochschulabschluss verliehen wurde;",education,1.0000000000000004,0.9997106481481481,0.965559184551239,admission
"This Directive shall apply to any financial instrument admitted to trading on a regulated market in at least one Member State, or for which a request for admission to trading on such a market has been made, irrespective of whether or not the transaction itself actually takes place on that market.","Diese Richtlinie gilt für jedes Finanzinstrument, das zum Handel auf einem geregelten Markt in mindestens einem Mitgliedstaat zugelassen ist oder für das ein entsprechender Antrag auf Zulassung zum Handel auf einem solchen Markt gestellt wurde, unabhängig davon, ob das Geschäft selbst tatsächlich auf diesem Markt getätigt wird oder nicht.","Diese Richtlinie gilt für jedes Finanzinstrument, das zum Handel auf einem geregelten Markt in mindestens einem Mitgliedstaat zugelassen ist oder für das ein entsprechender Antrag auf Zulassung zum Handel auf einem solchen Markt gestellt wurde, unabhängig davon, ob das Geschäft selbst tatsächlich auf diesem Markt getätigt wird oder nicht.","admission, state, member, instrument, transaction, request",1.0000000000000004,0.9999966415228678,0.9428475499153137,financial instrument
"Before...(27), the Commission shall, on the basis of public consultation and in the light of discussions with competent authorities, report to the European Parliament and Council on the possible extension of the scope of the provisions of the Directive concerning pre and post-trade transparency obligations to transactions in classes of financial instrument other than shares.",Vor dem...(27) erstattet die Kommission dem Europäischen Parlament und dem Rat auf der Grundlage einer öffentlichen Konsultation und angesichts der Beratungen mit den zuständigen Behörden Bericht über eine mögliche Ausdehnung des Anwendungsbereichs der vor- und nach-börslichen Transparenzvorschriften dieser Richtlinie auf Geschäfte mit anderen Gattungen von Finanzinstrumenten als Aktien.,Vor dem...(27) erstattet die Kommission dem Europäischen Parlament und dem Rat auf der Grundlage einer öffentlichen Konsultation und angesichts der Beratungen mit den zuständigen Behörden Bericht über eine mögliche Ausdehnung des Anwendungsbereichs der vor- und nach-börslichen Transparenzvorschriften dieser Richtlinie auf Geschäfte mit anderen Gattungen von Finanzinstrumenten als Aktien.,"extension, post, instrument, commission, public, competent",1.0000000000000004,0.9999966415228678,0.914172351360321,financial instrument
require the suspension of trading in a financial instrument;,"die Aussetzung des Handels mit einem Finanzinstrument zu verlangen,","die Aussetzung des Handels mit einem Finanzinstrument zu verlangen,",instrument,1.0000000000000004,0.9995,0.9737386107444763,financial instrument
Financial Instruments,Finanzinstrumente,Finanzinstrumente,,0.0,0.5,0.9861398339271545,financial instrument
financial instruments and investments;,Finanzinstrumente und -investitionen;,Finanzinstrumente und -investitionen;,,1.0000000000000004,0.9921875,0.9840764403343201,financial instrument
"It shall not permit the parent company to give instructions regarding day-to-day operations, nor with respect to individual decisions concerning the construction or upgrading of transmission and distribution lines, that do not exceed the terms of the approved financial plan, or any equivalent instrument;","Dies erlaubt es dem Mutterunternehmen nicht, Weisungen bezüglich des laufenden Betriebs oder einzelner Entscheidungen über den Bau oder die Modernisierung von Übertragungs- und Verteilungsleitungen zu erteilen, die über die Bedingungen des genehmigten Finanzplans oder eines gleichwertigen Instruments nicht hinausgehen;","Dies erlaubt es dem Mutterunternehmen nicht, Weisungen bezüglich des laufenden Betriebs oder einzelne Entscheidungen über den Bau oder die Modernisierung von Fernleitungen und Verteilerleitungen zu erteilen, die über den Rahmen des genehmigten Finanzplans oder eines gleichwertigen Instruments nicht hinausgehen;","construction, equivalent, permit, instrument, company, parent, distribution",0.7377187258491037,0.8965176098140086,0.8849428296089172,instrument
The manufacturer shall keep the technical documentation at the disposal of the national authorities for 10 years after the last instrument has been manufactured.,Der Hersteller hält die technischen Unterlagen zehn Jahre lang nach Herstellung des letzten Instruments für die nationalen Behörden bereit.,Der Hersteller hält die technischen Unterlagen zehn Jahre lang nach Herstellung des letzten Gerätes für die nationalen Behörden bereit.,instrument,0.8578928092681438,0.9494459833795015,0.9281629323959351,instrument
